"","Protein","Min","Max"
"2242","P55875",734,916
"2243","B4U1E8",197,372
"2244","C0MDY5",206,384
"2245","A6QBQ5",242,425
"2247","Q83HG7",104,283
"2249","Q7M7X5",620,803
"2250","Q9HNQ2",21,202
"2251","O60841",637,820
"2252","Q8TQL5",21,202
"2253","A7IAP7",14,194
"2254","Q12Z93",15,196
"2255","A9A813",11,196
"2256","A6URS1",11,196
"2257","Q05D44",633,816
"2258","B2GUV7",633,816
"2259","Q980Q8",18,201
"2260","Q976A1",18,201
"2261","B6YWH3",12,195
"2262","C6A1V3",12,195
"2263","Q9KA77",430,611
"2264","Q5WFU2",461,642
"2266","Q30WJ0",659,841
"2268","A9KNW4",325,517
"2269","A9KNW4",336,517
"2271","C1D8X2",449,630
"2272","Q5X1C3",362,538
"2273","Q5X1C3",362,547
"2274","A3PNL2",511,693
"2275","A3PNL2",511,695
"2278","Q49X54",402,590
"2279","Q5N0A5",236,415
"2280","Q83GT8",104,283
"2282","Q9Y9B3",22,205
"2283","Q54XP6",466,649
"2284","B0R6U5",21,202
"2285","Q18FT0",41,222
"2286","A2BJZ8",19,203
"2287","A8A8D3",20,204
"2288","A2STM8",13,193
"2289","A6VIS4",11,196
"2290","A3CSP4",15,195
"2291","A5UJM9",11,194
"2292","Q2NGM6",11,194
"2293","O26359",11,194
"2294","B6J6B1",53,229
"2296","B8CW72",405,590
"2298","B5Z6E6",618,801
"2299","Q03QT5",480,661
"2300","Q88VK7",558,739
"2301","Q88VK7",558,746
"2304","A5IHU7",362,538
"2305","A5IHU7",362,547
"2306","C1L2N1",482,663
"2307","B9EBE9",426,614
"2308","Q3A4A7",192,370
"2309","Q3IJ53",376,558
"2310","Q3IYN5",511,693
"2311","Q3IYN5",511,695
"2314","B0TQA2",8,187
"2315","Q7UX15",18,201
"2316","Q8AA33",10,195
"2317","Q8PB55",255,443
"2318","Q9ZHZ8",12,192
"2319","Q98QW3",12,192
"2320","Q8PMV3",255,443
"2321","B3ESU2",10,197
"2322","Q8G603",22,209
"2323","Q608M4",258,441
"2324","Q4A8T9",12,192
"2325","P53530",430,625
"2326","Q3BVV9",250,438
"2327","Q5LC85",10,195
"2328","B3DSA9",22,209
"2329","B8ZUS2",430,625
"2330","Q6KHP1",12,192
"2331","Q1AVV0",21,203
"2332","Q64T74",10,195
"2333","A6L744",10,195
"2334","B8DUL6",22,209
"2335","Q9Z8I4",15,198
"2336","Q6AEB5",25,212
"2337","B0C6Z1",320,497
"2338","Q8YP23",320,497
"2339","B2J573",320,497
"2340","B5FA93",167,342
"2341","Q3M7Y0",320,497
"2342","Q110K2",320,497
"2343","Q5E7K1",167,342
"2344","Q754I9",65,245
"2345","Q6FLG2",527,704
"2347","Q6CBI0",21,205
"2348","Q6CBI0",21,208
"2349","A5DTX8",433,608
"2350","A5DTX8",433,616
"2351","P43927",6,187
"2353","P72749",11,193
"2354","P72749",76,265
"2355","P05453",323,567
"2356","Q18905",191,434
"2357","Q18905",196,434
"2358","Q1D777",177,411
"2360","Q9SI75",252,493
"2361","Q8G5B6",111,351
"2362","A4XI36",40,281
"2364","Q7URV2",12,245
"2365","B1W417",17,257
"2366","B0KCJ7",40,286
"2367","Q8PNS6",180,412
"2368","A7I4X4",274,520
"2369","Q3A6Q0",40,282
"2371","Q6C9Y6",228,458
"2372","P13550",293,530
"2373","A0L5X0",16,257
"2374","B2J5B0",288,522
"2376","Q3BWY7",180,412
"2377","Q5NQ66",166,405
"2378","B9JVN4",171,411
"2379","B2V7L6",140,377
"2380","P06805",93,331
"2381","Q96X45",43,283
"2382","Q9XV52",50,284
"2383","A6T3K7",180,412
"2384","Q18CF4",315,556
"2386","A2C4U6",288,525
"2388","Q2IXR3",294,527
"2389","Q8D3H2",180,413
"2391","Q7Q1K8",207,442
"2392","Q08BB1",47,282
"2393","B9JDS6",171,411
"2394","Q7VRN9",181,419
"2395","Q839G9",173,405
"2396","Q46IW3",288,525
"2398","C1A6Q3",18,251
"2399","P14864",93,331
"2400","P14865",93,331
"2401","Q875S0",43,282
"2402","B9MQH0",40,281
"2404","Q6LST1",13,254
"2405","Q9I244",181,415
"2406","B3DT30",111,351
"2407","Q057A1",180,414
"2409","Q8R7V1",16,256
"2410","A1BJ37",325,561
"2412","A3DIZ9",40,281
"2414","B0K5P0",40,286
"2415","A5K6I6",637,878
"2416","A7AQ93",113,352
"2417","Q8I335",649,881
"2418","Q9VRH6",105,341
"2419","A5DWY7",345,576
"2421","Q00ZZ1",71,312
"2422","A4WIK2",12,249
"2423","A6TRK7",385,630
"2425","Q2IPZ7",626,868
"2426","Q2IPZ7",626,871
"2427","Q5PAJ5",508,744
"2429","O67825",484,724
"2430","A9VT50",372,609
"2431","A4XL70",538,779
"2433","A0Q0Q7",359,601
"2435","Q8XJR8",355,597
"2436","Q4JV51",216,461
"2437","Q4JV51",217,461
"2438","P58002",627,864
"2439","Q2J2J9",562,805
"2440","A8EYF4",509,752
"2441","Q12QI1",8,238
"2444","B4SQS0",466,702
"2445","Q30SS6",382,618
"2446","Q0AYI8",560,801
"2448","Q3SKX1",604,841
"2449","B1YCQ7",11,248
"2450","B8JFY6",627,869
"2451","B8JFY6",627,872
"2452","A7H9F3",646,891
"2453","B4UHG0",622,864
"2454","B4UHG0",622,867
"2455","A8IG20",733,977
"2456","Q65ZX2",558,800
"2457","A5E866",596,840
"2458","Q8RA37",386,628
"2459","Q8RA37",391,628
"2460","Q11BC8",531,775
"2461","A6LSQ4",371,613
"2462","A5I4J3",364,606
"2463","Q0TPR7",355,597
"2464","B8FCY5",716,958
"2465","A4J5X2",224,465
"2466","A4J5X2",236,465
"2467","Q3YS01",524,759
"2468","Q2J728",737,984
"2470","Q2J728",742,984
"2471","A8L6F4",721,965
"2472","A8L6F4",721,968
"2475","A8L6F4",726,965
"2476","A8L6F4",726,968
"2477","B5EI57",663,908
"2479","B3EAE7",626,868
"2481","B3EAE7",631,868
"2482","Q74CT3",560,802
"2484","Q17WQ8",622,860
"2485","A4G7S7",618,860
"2486","Q5ZRV4",567,808
"2487","Q6AG49",591,829
"2488","B0SQH4",591,834
"2490","Q1GXD6",584,826
"2492","Q7NBZ4",126,354
"2493","Q98R05",289,526
"2494","Q03FS3",601,838
"2495","Q4FNM9",415,656
"2496","C0QTL9",557,795
"2497","A6QBQ5",447,690
"2498","A5GNJ0",305,550
"2500","B0K1D6",371,613
"2501","B0K1D6",376,613
"2502","Q31GK5",401,636
"2503","Q83HG7",478,716
"2504","Q83HG7",478,722
"2505","Q9PGR3",475,711
"2506","B7GG75",401,643
"2507","Q6MMS6",647,889
"2508","Q6MMS6",652,889
"2510","Q0SM50",457,699
"2511","Q89WA9",577,821
"2512","A4YJE9",596,840
"2513","Q89AF5",72,314
"2514","A7FVZ3",364,606
"2515","Q895J8",362,603
"2516","Q482T9",566,802
"2517","Q30WJ0",659,902
"2518","Q6AJY4",333,578
"2519","Q835U8",482,719
"2520","P18311",467,704
"2521","Q5L0I8",417,659
"2522","C5D9C9",410,652
"2523","A6T0Y8",614,856
"2524","Q1IIT3",686,928
"2525","Q9X764",632,869
"2526","A9KNW4",272,517
"2527","A9KNW4",283,517
"2529","A9KNW4",325,568
"2531","Q609C0",546,782
"2532","P75590",127,356
"2533","B4RC55",670,912
"2535","Q07V78",568,812
"2536","A3PNL2",511,754
"2537","A8GNW1",505,748
"2538","Q92HF5",507,750
"2539","A3QGU5",8,239
"2540","A3QGU5",562,798
"2541","A3QGU5",584,817
"2542","A8H740",573,809
"2543","A8FYS0",571,807
"2544","A8FYS0",593,826
"2545","B2FN90",235,475
"2546","B2FN90",464,700
"2547","B0K9Q0",370,612
"2548","B0K9Q0",375,612
"2549","Q83GT8",478,716
"2550","Q83GT8",478,722
"2551","Q3AB98",503,745
"2553","B0T167",718,962
"2554","C3L0B6",364,606
"2555","B2V4G9",363,605
"2556","C1FS59",364,606
"2557","Q0SSD4",355,597
"2558","Q2GGQ8",518,753
"2559","A5FJF9",637,874
"2560","Q0RDS4",696,943
"2562","Q0RDS4",701,943
"2563","B9M1G0",585,830
"2565","P04766",419,661
"2567","C6E2Q0",657,902
"2569","A4IMD7",413,655
"2571","A5GF86",559,804
"2573","B5Z6E6",618,856
"2574","B0SH18",591,834
"2576","Q2VZV0",549,791
"2577","P47388",128,357
"2578","Q1QS64",543,787
"2579","Q3SWP9",546,790
"2580","B2JKT4",642,884
"2581","Q7VA20",324,561
"2583","Q7VA20",329,561
"2585","Q8XZV6",663,896
"2586","Q21C31",555,799
"2587","Q2RMS0",543,785
"2588","Q3IYN5",511,754
"2589","A8F223",507,750
"2590","A1AV99",499,728
"2591","B0TQA2",570,806
"2592","B1KRR0",571,807
"2593","B0U1Q8",475,711
"2594","Q5P089",10,247
"2595","B7JNV1",274,509
"2597","Q2KWY3",10,247
"2598","Q5HU70",267,512
"2599","Q0SRD8",13,251
"2600","Q182F4",14,251
"2601","B1XTL2",10,247
"2602","Q9I5G8",13,250
"2603","Q1QDV6",258,494
"2604","B2U978",10,247
"2605","Q21IH3",258,494
"2606","Q9RDC9",25,259
"2607","B1XK44",15,249
"2608","Q5SKA7",15,250
"2609","Q3SH47",12,249
"2610","C0R5S3",10,247
"2611","Q8PB55",15,252
"2612","A6TSM4",15,252
"2613","Q1BXU3",10,247
"2614","A7ZCJ3",10,247
"2615","Q8XIS6",13,251
"2616","Q4JWS1",269,511
"2617","Q4JWS1",274,511
"2618","A9N944",15,252
"2619","Q11UD0",10,246
"2620","Q6AL53",10,241
"2621","Q6AL53",10,247
"2622","B0S1G2",14,251
"2623","A6H1S4",10,246
"2624","A9KKU4",15,253
"2625","Q1MQF3",18,255
"2626","Q6F0Z2",12,250
"2627","Q2RKX8",14,250
"2628","Q2Y873",10,247
"2629","B2SZV7",10,247
"2630","A4SVW0",10,247
"2631","Q4FUV9",258,494
"2632","Q2RNY6",13,251
"2633","Q5E312",255,491
"2634","B3CPV1",10,247
"2635","C1F2I3",12,249
"2636","B3ESU2",10,246
"2637","O67618",12,249
"2638","A1K601",10,247
"2639","A0K5V7",10,247
"2640","A7H311",265,510
"2641","Q0TNS2",13,251
"2642","A3DF29",15,253
"2643","A9KF98",15,252
"2644","Q1IXW5",9,243
"2645","Q1IXW5",9,246
"2646","B8DIZ5",253,495
"2647","A5G4G3",12,249
"2648","Q5R104",262,498
"2649","P53530",50,286
"2650","Q0AF67",11,248
"2651","B2JFK0",10,247
"2652","Q3IDL4",255,491
"2653","Q2LTN3",10,247
"2654","P74751",15,249
"2655","Q9X1V8",29,266
"2656","Q72KV2",15,250
"2657","Q73HR8",10,247
"2658","Q6F9B9",264,500
"2659","B7HPL8",274,509
"2661","Q9KD76",274,509
"2663","B1JYB1",10,247
"2664","B5EB36",12,249
"2665","Q39US7",12,249
"2666","C1D7L2",10,244
"2667","B8ZUS2",50,286
"2668","P60791",307,549
"2669","P60791",312,549
"2670","Q820H8",11,248
"2671","Q02HR9",13,250
"2672","Q88T65",12,250
"2673","C4Z9E3",14,252
"2674","B6EKN1",255,491
"2675","A8MFA6",15,252
"2676","B8JAF3",14,251
"2677","C3L5S2",274,509
"2679","A9VHU6",274,509
"2681","A1BHJ8",17,251
"2682","Q83BK3",15,252
"2683","Q9RV84",20,257
"2684","A5FLU8",10,246
"2685","B0TW33",255,491
"2686","B9M4U5",12,249
"2687","P60789",12,248
"2688","A0M6M2",254,486
"2689","A0M6M2",254,494
"2691","A4G6S1",10,247
"2692","Q1H2L5",10,247
"2693","Q3A445",12,246
"2694","Q48EV0",10,247
"2695","B7UYX5",13,250
"2696","A4VIX2",13,244
"2697","Q8Y0I4",10,247
"2698","Q0AWL9",11,249
"2699","Q31HP5",14,251
"2700","B0C6Z1",22,257
"2701","Q2KTQ5",16,250
"2702","B8D9W5",19,251
"2703","Q7NVF7",21,255
"2704","B6J0P2",16,250
"2705","B1WUP2",24,259
"2706","B7JYV9",22,257
"2707","Q30V54",18,252
"2708","Q726J1",18,252
"2709","P39883",18,253
"2710","Q74GV6",17,251
"2711","Q67MT5",17,252
"2712","Q31KM4",36,271
"2713","P73473",32,268
"2714","A9HW20",16,250
"2715","Q89A56",18,257
"2717","B8FGS8",18,253
"2718","Q6AJD2",18,252
"2719","B8DIL5",18,252
"2720","Q837X4",18,252
"2721","B0TWY6",171,412
"2722","B0TWY6",173,412
"2723","Q39Z86",18,252
"2724","Q7NGL0",19,254
"2725","Q74IG8",17,250
"2726","Q74IG8",115,350
"2727","A2RI79",16,249
"2728","Q1H0I2",17,249
"2729","B4RJN1",18,252
"2730","Q82S73",16,251
"2731","Q8YP23",22,257
"2732","P57608",19,251
"2733","B7KCH0",22,257
"2734","A5EVN8",18,253
"2735","A5G9T7",18,252
"2736","B3WFB1",19,252
"2737","Q041Z5",17,250
"2738","Q041Z5",115,350
"2739","Q9CIK7",16,249
"2740","Q037T6",19,252
"2741","Q1WUZ8",19,253
"2742","Q5WY34",17,251
"2743","Q9JVH7",18,252
"2744","Q0ADD1",16,251
"2745","B2J573",22,257
"2746","Q31H08",16,250
"2747","B8GTY2",18,252
"2748","Q3M7Y0",22,257
"2749","Q7W2S3",16,250
"2750","Q8K935",19,254
"2751","B9M7Q2",18,252
"2752","B2G8K6",19,253
"2753","Q38VL2",19,253
"2754","Q38VL2",117,354
"2755","A5IG41",17,251
"2756","Q92D33",18,251
"2757","Q5N192",36,271
"2758","Q110K2",22,257
"2759","Q5FLA9",18,251
"2760","Q5FLA9",116,351
"2761","Q1GB78",18,251
"2762","A8YU90",18,251
"2763","A8YU90",116,351
"2764","A5VL77",19,253
"2765","Q606M6",17,251
"2766","Q5FA25",18,252
"2767","Q3J9L6",19,253
"2768","B6J6N8",16,250
"2769","B8HY03",22,257
"2770","Q47CH1",17,249
"2771","A1VA24",18,252
"2772","Q03Q83",19,253
"2773","Q04BM6",18,251
"2774","Q88XF3",19,253
"2775","C1L1Q9",18,251
"2776","B0JIY7",25,260
"2777","Q3A709",18,252
"2778","A1AME1",18,252
"2779","Q2S204",18,252
"2780","Q2LWC5",15,249
"2781","A0LLL8",18,252
"2782","B3LQ11",47,277
"2783","B4NAU8",39,284
"2784","P39677",47,277
"2785","A6ZQM4",47,277
"2786","Q48791",9,255
"2787","Q48712",14,260
"2788","P72749",76,312
