"","Protein","Min","Max"
"5480","Q0SH51",37,180
"5482","Q0SH51",37,186
"5486","Q0SH51",70,210
"5498","Q0SH51",75,210
"5503","Q0SH51",138,282
"5505","Q0SH51",165,293
"5506","Q07U75",31,159
"5508","Q07U75",36,180
"5510","Q07U75",36,186
"5511","Q07U75",69,210
"5520","Q07U75",74,210
"5528","Q07U75",77,210
"5530","B3Q731",36,180
"5532","B3Q731",36,186
"5533","B3Q731",69,210
"5542","B3Q731",74,210
"5550","B3Q731",77,210
"5552","A3PQJ0",36,186
"5554","A3PQJ0",69,210
"5563","A3PQJ0",74,210
"5571","A3PQJ0",120,269
"5572","Q92G19",67,210
"5578","Q92G19",74,210
"5586","Q92G19",77,210
"5588","Q92G19",120,252
"5590","Q9ZCB6",67,210
"5596","Q9ZCB6",69,210
"5605","Q9ZCB6",74,210
"5613","Q9ZCB6",77,210
"5615","Q9ZCB6",120,252
"5617","A8GTZ9",67,210
"5623","A8GTZ9",74,210
"5631","A8GTZ9",77,210
"5633","A8GTZ9",120,252
"5635","Q165Y6",36,186
"5637","Q165Y6",69,210
"5646","Q165Y6",74,210
"5654","Q165Y6",120,269
"5655","Q07YJ0",31,159
"5658","Q07YJ0",36,186
"5659","Q07YJ0",69,211
"5663","Q07YJ0",74,211
"5667","B0TUI2",31,159
"5670","B0TUI2",36,186
"5671","B0TUI2",69,211
"5677","B0TUI2",74,211
"5682","B0TUI2",74,221
"5683","Q0HLU0",31,159
"5685","Q0HLU0",36,186
"5686","Q0HLU0",69,211
"5690","Q0HLU0",74,211
"5694","Q0HLU0",77,211
"5696","Q5HFB9",73,210
"5701","Q5HFB9",164,301
"5702","Q49Y82",73,210
"5707","A2RE30",70,212
"5713","A2RE30",77,212
"5714","A2RE30",166,309
"5715","Q97QW8",68,210
"5721","Q97QW8",75,210
"5722","Q97QW8",164,311
"5723","A9NF57",37,186
"5724","A9NF57",70,210
"5740","Q6F9D8",31,159
"5742","Q6F9D8",36,180
"5744","Q6F9D8",36,186
"5745","Q6F9D8",64,202
"5746","Q6F9D8",64,211
"5749","Q6F9D8",69,202
"5750","Q6F9D8",69,211
"5761","Q6F9D8",74,202
"5762","Q6F9D8",74,211
"5775","B2UQ30",30,175
"5777","B2UQ30",35,175
"5778","B2UQ30",73,227
"5779","B2UQ30",76,227
"5782","B2UQ30",86,227
"5790","Q0AAD6",36,186
"5791","Q0AAD6",69,211
"5794","Q0AAD6",74,211
"5797","Q0AAD6",115,252
"5799","Q0AAD6",120,252
"5800","A8MHK8",7,158
"5801","A8MHK8",66,210
"5810","A8MHK8",73,210
"5818","B3ER55",34,183
"5822","B3ER55",37,183
"5825","B3ER55",39,183
"5827","B3ER55",44,183
"5829","B3ER55",67,214
"5831","B3ER55",72,214
"5840","B3ER55",77,214
"5848","Q2IH84",31,159
"5850","Q2IH84",36,186
"5851","Q2IH84",69,210
"5857","Q2IH84",74,210
"5863","O67849",35,187
"5864","O67849",37,187
"5865","O67849",68,212
"5871","O67849",70,212
"5880","O67849",75,212
"5888","Q2NIK0",67,209
"5890","Q2NIK0",69,209
"5894","Q2NIK0",145,279
"5895","Q2GK25",36,186
"5896","Q2GK25",69,210
"5905","Q2GK25",74,210
"5913","Q2GK25",165,308
"5914","C1DEA4",31,180
"5916","C1DEA4",36,180
"5919","C1DEA4",36,186
"5924","Q81LF0",68,210
"5927","Q64XA5",16,162
"5928","Q64XA5",34,183
"5929","Q64XA5",39,183
"5932","Q64XA5",39,189
"5933","Q64XA5",70,214
"5939","Q64XA5",77,214
"5947","Q9KDK0",68,210
"5953","Q9KDK0",73,210
"5958","Q9KDK0",164,301
"5959","Q65GM7",33,185
"5960","Q65GM7",35,185
"5961","Q65GM7",40,185
"5962","Q65GM7",68,210
"5971","Q65GM7",140,283
"5973","Q65GM7",164,301
"5974","Q5WHS8",12,158
"5976","Q5WHS8",30,179
"5977","Q5WHS8",35,179
"5980","Q5WHS8",60,210
"5983","Q5WHS8",68,210
"5989","Q5WHS8",73,210
"5994","Q6G4Z2",36,180
"5996","Q6G4Z2",36,186
"6000","Q6G4Z2",67,210
"6006","Q6G4Z2",69,210
"6015","Q6G4Z2",74,210
"6023","A9IMA6",31,180
"6024","A9IMA6",36,180
"6026","A9IMA6",36,186
"6027","A9IMA6",67,210
"6033","A9IMA6",69,210
"6042","A9IMA6",74,210
"6050","A9IMA6",165,299
"6052","Q6MGS5",31,178
"6055","Q6MGS5",31,184
"6056","Q6MGS5",34,178
"6059","Q6MGS5",34,184
"6063","Q6MGS5",36,178
"6065","Q6MGS5",36,184
"6069","Q6MGS5",69,209
"6077","Q6MGS5",74,209
"6079","B8DVU1",17,168
"6080","B8DVU1",35,168
"6081","B8DVU1",42,189
"6082","B8DVU1",70,219
"6085","B8DVU1",75,219
"6091","B8DVU1",129,278
"6092","B8DVU1",147,278
"6093","B8DVU1",147,281
"6095","A0ZZZ0",17,168
"6096","A0ZZZ0",70,219
"6099","A0ZZZ0",75,219
"6105","A0ZZZ0",207,344
"6110","B7GNK1",17,168
"6112","B7GNK1",68,219
"6115","B7GNK1",70,219
"6118","B7GNK1",75,219
"6124","B7GNK1",129,278
"6125","B7GNK1",147,278
"6126","Q0SM73",14,160
"6127","Q0SM73",37,187
"6128","Q0SM73",70,211
"6134","Q0SM73",75,211
"6139","Q0SM73",78,211
"6140","Q7WQL8",8,159
"6141","Q7WQL8",36,186
"6142","Q7WQL8",69,211
"6148","Q7WQL8",74,211
"6154","Q7WQL8",138,278
"6155","B7J0M7",14,160
"6156","B7J0M7",37,187
"6157","B7J0M7",65,211
"6159","B7J0M7",70,211
"6165","B7J0M7",75,211
"6170","B7J0M7",78,211
"6171","B2S1C3",14,160
"6173","B2S1C3",37,187
"6174","B2S1C3",65,211
"6177","B2S1C3",70,211
"6183","B2S1C3",75,211
"6188","Q7VZX6",8,159
"6189","Q7VZX6",36,186
"6190","Q7VZX6",69,211
"6196","Q7VZX6",74,211
"6202","Q7VZX6",138,278
"6203","Q89X89",31,159
"6205","Q89X89",69,202
"6207","Q89X89",69,210
"6218","Q89X89",74,202
"6219","Q89X89",74,210
"6228","Q89X89",77,210
"6230","C0ZAL7",35,179
"6232","C0ZAL7",68,209
"6238","B1YSU7",31,159
"6241","B1YSU7",36,186
"6243","B1YSU7",69,211
"6252","B1YSU7",74,211
"6260","B1YSU7",165,298
"6261","B1YSU7",165,306
"6262","Q8RBA5",34,186
"6263","Q8RBA5",36,186
"6264","Q8RBA5",67,210
"6268","Q8RBA5",69,210
"6274","Q8RBA5",74,210
"6280","A7H029",68,210
"6286","A7H029",73,210
"6291","A0RR37",7,158
"6292","A0RR37",30,158
"6293","A0RR37",73,210
"6298","A7H1H0",10,158
"6299","A7H1H0",68,210
"6305","A7H1H0",70,210
"6313","A7H1H0",73,210
"6318","Q3AF51",30,158
"6319","Q3AF51",66,210
"6323","Q3AF51",68,210
"6329","Q3AF51",73,210
"6335","Q3APF4",31,180
"6336","Q3APF4",36,180
"6337","Q3APF4",69,211
"6343","Q3APF4",74,211
"6349","Q9PJX7",17,158
"6358","Q9PJX7",30,158
"6359","B3EP74",36,180
"6361","B3EP74",36,186
"6362","B3EP74",69,211
"6368","B3EP74",74,211
"6374","B3EP74",77,211
"6376","B3EP74",115,246
"6378","A4SCP4",36,180
"6380","A4SCP4",36,186
"6381","A4SCP4",69,211
"6387","A4SCP4",74,211
"6393","A4SCP4",77,211
"6395","B9LC30",40,185
"6397","B9LC30",40,191
"6398","B9LC30",72,215
"6400","B3QVU6",30,179
"6401","B3QVU6",35,179
"6404","B3QVU6",35,185
"6405","B3QVU6",40,179
"6408","B3QVU6",40,185
"6409","B3QVU6",68,210
"6415","B3QVU6",73,210
"6421","B0BC53",17,158
"6430","B0BC53",30,158
"6431","B0RDG3",14,159
"6433","B0RDG3",70,203
"6434","B0RDG3",70,210
"6448","B0RDG3",75,203
"6449","B0RDG3",75,210
"6456","B0RDG3",120,266
"6457","B5E958",31,159
"6458","B5E958",41,180
"6460","B5E958",64,211
"6461","B5E958",67,211
"6463","B5E958",69,211
"6466","B5E958",74,211
"6469","B3E609",31,159
"6470","B3E609",36,180
"6472","B3E609",36,186
"6473","B3E609",69,211
"6479","B3E609",74,211
"6485","Q747Q2",31,159
"6486","Q747Q2",36,180
"6488","Q747Q2",36,186
"6489","Q747Q2",67,211
"6493","Q747Q2",69,211
"6499","Q747Q2",74,211
"6505","Q747Q2",165,295
"6506","Q747Q2",165,306
"6507","A4IRC7",30,179
"6508","A4IRC7",33,179
"6511","A4IRC7",35,179
"6514","A4IRC7",68,210
"6517","A4IRC7",73,210
"6520","A9H0F1",31,159
"6521","A9H0F1",69,211
"6527","A9H0F1",74,211
"6535","A9H0F1",120,270
"6536","B6JKN2",7,156
"6539","B6JKN2",73,208
"6541","B6JKN2",117,269
"6542","B0UVI2",31,159
"6544","B0UVI2",36,180
"6545","B0UVI2",36,186
"6546","B0UVI2",77,211
"6548","B0UVI2",120,255
"6549","B4U7P8",31,159
"6550","B4U7P8",34,186
"6551","B4U7P8",36,186
"6552","B4U7P8",67,210
"6558","B4U7P8",69,210
"6567","B4U7P8",74,210
"6577","B4U7P8",77,210
"6579","Q5R039",31,159
"6580","Q5R039",31,180
"6583","Q5R039",36,180
"6585","Q5R039",36,186
"6586","Q5R039",69,211
"6590","Q5R039",74,211
"6594","Q5R039",165,305
"6595","B5XSV8",31,159
"6597","B5XSV8",36,180
"6598","B5XSV8",36,186
"6599","B5XSV8",74,211
"6604","B5XSV8",77,211
"6606","Q1IVS5",30,158
"6608","Q1IVS5",35,185
"6609","Q1IVS5",68,213
"6612","Q1IVS5",73,213
"6615","A2RJQ6",14,160
"6616","A2RJQ6",62,212
"6617","A2RJQ6",70,212
"6620","A2RJQ6",77,212
"6621","A2RJQ6",166,303
"6622","A2RJQ6",166,307
"6623","B2G6R9",9,160
"6624","B2G6R9",70,212
"6630","B2G6R9",121,267
"6631","B2G6R9",166,299
"6632","B2G6R9",166,303
"6634","B2G6R9",224,356
"6637","B2G6R9",224,365
"6640","Q38WT4",7,158
"6641","Q38WT4",68,210
"6647","Q8Y6Z3",30,179
"6649","Q8Y6Z3",33,179
"6652","Q8Y6Z3",35,179
"6655","Q8Y6Z3",68,210
"6657","Q8Y6Z3",164,301
"6658","Q2VZU2",31,159
"6660","Q2VZU2",36,186
"6662","Q2VZU2",69,210
"6668","Q2VZU2",74,210
"6676","Q2VZU2",75,210
"6682","Q2VZU2",198,337
"6684","Q2VZU2",265,402
"6686","Q0AKX2",31,159
"6688","Q0AKX2",34,186
"6689","Q0AKX2",36,186
"6690","Q0AKX2",69,211
"6696","Q0AKX2",74,211
"6704","B7KSH0",36,180
"6706","B7KSH0",36,186
"6710","B7KSH0",69,210
"6719","B7KSH0",74,210
"6727","Q1GZ53",36,180
"6729","Q1GZ53",36,186
"6730","Q1GZ53",69,211
"6739","Q1GZ53",74,211
"6747","B8IEL9",36,180
"6749","B8IEL9",36,186
"6750","B8IEL9",69,210
"6759","B8IEL9",74,210
"6767","B8IEL9",120,269
"6768","B8IEL9",165,299
"6770","B1M697",31,159
"6771","B1M697",36,180
"6773","B1M697",36,186
"6774","B1M697",69,210
"6783","B1M697",74,210
"6791","B1M697",120,269
"6792","Q4A8X1",13,156
"6795","Q4A8X1",69,207
"6809","Q6KHM2",8,156
"6811","Q6KHM2",67,207
"6831","Q6KHM2",69,207
"6849","Q6KHM2",74,207
"6852","Q6MTG9",8,159
"6853","Q6MTG9",36,186
"6854","Q6MTG9",69,211
"6860","P75215",67,210
"6868","P75215",74,210
"6878","A0R149",32,180
"6879","A0R149",37,180
"6881","A0R149",37,186
"6882","A0R149",70,210
"6894","A0R149",75,210
"6899","A0R149",120,267
"6900","A0R149",138,282
"6901","A0R149",165,293
"6902","A0R149",165,302
"6905","A1UJ07",32,180
"6906","A1UJ07",37,180
"6908","A1UJ07",37,186
"6909","A1UJ07",70,210
"6921","A1UJ07",75,210
"6926","A1UJ07",120,267
"6927","A1UJ07",138,282
"6928","A1UJ07",165,293
"6929","A1UJ07",165,302
"6932","P9WMT0",37,185
"6933","P9WMT0",42,185
"6935","P9WMT0",42,191
"6936","P9WMT0",75,215
"6948","P9WMT0",80,215
"6953","P9WMT0",143,287
"6955","P9WMT0",170,298
"6956","A0PU15",32,180
"6957","A0PU15",37,180
"6959","A0PU15",37,186
"6960","A0PU15",70,210
"6972","A0PU15",75,210
"6977","A0PU15",138,282
"6979","A0PU15",165,293
"6980","A1TC21",32,180
"6981","A1TC21",37,180
"6983","A1TC21",37,186
"6984","A1TC21",70,210
"6996","A1TC21",75,210
"7001","A1TC21",120,267
"7002","A1TC21",138,282
"7003","A1TC21",165,293
"7004","A1TC21",165,302
"7007","B9L605",68,210
"7010","B9L605",73,210
"7013","B9L605",164,307
"7014","B4RQP4",31,159
"7015","B4RQP4",34,180
"7017","B4RQP4",34,186
"7021","B4RQP4",36,180
"7023","B4RQP4",36,186
"7027","B4RQP4",69,211
"7033","B4RQP4",74,211
"7039","B4RQP4",165,306
"7041","Q82V20",36,180
"7042","Q82V20",36,186
"7043","Q82V20",69,211
"7049","Q82V20",74,211
"7055","Q2G983",69,210
"7067","Q2G983",74,210
"7080","Q2G983",165,301
"7083","A1B9C8",36,186
"7085","A1B9C8",69,210
"7094","A1B9C8",74,210
"7102","A1B9C8",120,263
"7103","A1B9C8",120,269
"7104","B2SYV2",31,159
"7107","B2SYV2",36,186
"7109","B2SYV2",69,211
"7118","B2SYV2",74,211
"7126","B2SYV2",165,306
"7127","B1X580",120,270
"7128","Q03F34",63,210
"7130","Q03F34",68,210
"7136","Q03F34",164,301
"7137","Q03F34",164,306
"7139","B4SBR3",31,180
"7142","B4SBR3",36,180
"7147","B4SBR3",36,186
"7148","B4SBR3",69,211
"7157","B4SBR3",74,211
"7165","B4SBR3",115,246
"7166","B4SBR3",115,252
"7169","Q4FP46",31,159
"7171","Q4FP46",67,210
"7179","Q4FP46",69,210
"7191","Q4FP46",74,210
"7202","B1VAF2",70,212
"7204","B1VAF2",72,212
"7208","B1VAF2",148,282
"7209","A4SVA3",31,159
"7211","A4SVA3",34,159
"7212","A4SVA3",34,186
"7214","A4SVA3",36,186
"7216","A4SVA3",69,211
"7222","A4SVA3",74,211
"7228","A4SVA3",165,298
"7229","A4SVA3",198,346
"7230","A4SVA3",198,347
"7231","A2C6N6",36,180
"7232","A2C6N6",77,211
"7234","A9BDI4",77,211
"7236","Q7VDW9",120,270
"7237","Q7VDW9",138,270
"7238","Q46HF4",77,211
"7240","B0KMF6",31,180
"7242","B0KMF6",36,180
"7245","B0KMF6",36,186
"7246","B0KMF6",74,211
"7251","B0KMF6",120,255
"7252","Q4FRK6",31,159
"7253","Q4FRK6",31,180
"7256","Q4FRK6",34,180
"7259","Q4FRK6",34,186
"7264","Q4FRK6",36,180
"7267","Q4FRK6",36,186
"7272","Q4FRK6",74,211
"7280","A5WFV1",31,159
"7282","A5WFV1",34,186
"7283","A5WFV1",36,186
"7284","A5WFV1",67,211
"7290","A5WFV1",69,211
"7299","A5WFV1",74,211
"7310","A5WFV1",146,290
"7311","A9WUU2",32,180
"7312","A9WUU2",70,210
"7320","A9WUU2",75,210
"7324","A9WUU2",165,296
"7326","Q2K2X6",36,186
"7327","Q2K2X6",69,210
"7333","Q2K2X6",74,210
"7339","Q98EZ3",31,180
"7341","Q98EZ3",36,180
"7344","Q98EZ3",36,186
"7345","Q98EZ3",69,210
"7354","Q98EZ3",74,210
"7362","Q92LB4",36,186
"7363","Q92LB4",69,210
"7369","Q92LB4",74,210
"7375","B6IQZ9",36,186
"7376","B6IQZ9",69,210
"7382","B6IQZ9",74,210
"7390","B6IQZ9",120,269
"7391","B6IQZ9",165,299
"7393","Q21YZ9",31,159
"7395","Q21YZ9",36,186
"7397","Q21YZ9",69,211
"7400","Q21YZ9",74,211
"7404","Q2RV04",31,159
"7405","Q2RV04",69,210
"7411","Q2RV04",74,210
"7419","Q2RV04",165,315
"7420","Q2RV04",226,367
"7423","Q3IXX9",36,186
"7425","Q3IXX9",69,210
"7434","Q3IXX9",74,210
"7442","Q3IXX9",120,269
"7443","A8GQ55",67,210
"7449","A8GQ55",69,210
"7458","A8GQ55",74,210
"7466","A8GQ55",77,210
"7468","A8GUG0",67,210
"7474","A8GUG0",69,210
"7483","A8GUG0",74,210
"7491","A8GUG0",77,210
"7493","A8GUG0",120,252
"7495","A8F063",64,210
"7501","A8F063",69,210
"7510","A8F063",74,210
"7518","A8F063",77,210
"7520","A8F063",120,252
"7522","Q1AVU3",36,178
"7523","Q1AVU3",36,184
"7524","Q1AVU3",67,210
"7527","Q1AVU3",69,210
"7531","Q1AVU3",74,210
"7532","Q1GHD0",34,186
"7533","Q1GHD0",36,186
"7534","Q1GHD0",69,210
"7543","Q1GHD0",74,210
"7551","Q1GHD0",120,269
"7552","A4F9L3",36,184
"7553","A4F9L3",41,184
"7555","A4F9L3",41,190
"7556","A4F9L3",74,214
"7568","A4F9L3",79,214
"7573","A4F9L3",169,297
"7574","A8M0Y9",32,180
"7575","A8M0Y9",37,180
"7577","A8M0Y9",37,186
"7578","A8M0Y9",70,210
"7590","A8M0Y9",75,210
"7595","A8M0Y9",138,272
"7596","A8M0Y9",138,283
"7598","A8G8Z4",31,159
"7600","A8G8Z4",36,180
"7601","A8G8Z4",36,186
"7602","A8G8Z4",74,211
"7607","A8G8Z4",77,211
"7609","Q8EB83",31,159
"7611","Q8EB83",36,186
"7612","Q8EB83",69,211
"7616","Q8EB83",74,211
"7620","Q8EB83",77,211
"7622","P0DB52",70,212
"7628","P0DB52",77,212
"7629","P0DB52",166,309
"7630","Q8DPV8",70,212
"7636","Q8DPV8",77,212
"7637","Q8DPV8",166,313
"7638","A4VUC8",9,160
"7639","A4VUC8",32,181
"7641","A4VUC8",37,181
"7644","A4VUC8",70,212
"7650","A4VUC8",77,212
"7651","Q30QP0",73,210
"7654","Q30QP0",145,281
"7655","Q2JJ90",120,270
"7656","A5GQQ5",115,253
"7657","B0K414",33,185
"7658","B0K414",35,185
"7659","B0K414",68,209
"7668","B0K414",73,209
"7676","Q72HR4",35,184
"7677","Q72HR4",67,209
"7680","Q72HR4",72,209
"7683","Q72HR4",118,261
"7684","Q72HR4",163,299
"7685","Q31IT4",13,159
"7687","Q31IT4",31,180
"7689","Q31IT4",36,180
"7691","Q31IT4",36,186
"7692","Q31IT4",69,211
"7696","Q31IT4",74,211
"7700","B8GQQ3",36,186
"7701","B8GQQ3",69,211
"7705","B8GQQ3",74,211
"7709","B8GQQ3",120,252
"7710","Q87BL2",31,180
"7712","Q87BL2",36,180
"7715","Q87BL2",36,186
"7716","Q87BL2",69,211
"7722","Q87BL2",74,211
"7728","Q87BL2",74,221
"7729","Q87BL2",146,283
"7731","Q87BL2",146,294
"7732","Q5NR23",69,210
"7741","Q5NR23",74,210
"7751","Q5NR23",120,269
"7752","Q5PAS5",69,210
"7761","Q5PAS5",71,210
"7773","Q5PAS5",74,210
"7781","Q851Q6",85,231
"7787","Q851Q6",319,462
"7792","A6VMU1",31,159
"7794","A6VMU1",36,180
"7795","A6VMU1",36,186
"7796","A6VMU1",74,211
"7801","A6VMU1",77,211
"7803","A6VMU1",120,255
"7804","A6VMU1",198,340
"7805","A6VMU1",198,344
"7808","B9JER1",36,186
"7809","B9JER1",69,210
"7815","B9JER1",74,210
"7821","Q72ZY5",68,210
"7824","Q72ZY5",197,339
"7828","Q5LGG9",16,162
"7829","Q5LGG9",34,183
"7830","Q5LGG9",39,183
"7833","Q5LGG9",39,189
"7834","Q5LGG9",70,214
"7840","Q5LGG9",77,214
"7848","A8FFS8",68,210
"7857","A8FFS8",140,283
"7859","A8FFS8",140,289
"7860","A9VIR5",68,210
"7863","B5RMX3",14,160
"7865","B5RMX3",37,187
"7866","B5RMX3",65,211
"7867","B5RMX3",70,211
"7870","B5RMX3",75,211
"7873","A1R0K4",14,160
"7875","A1R0K4",65,211
"7878","A1R0K4",70,211
"7884","A1R0K4",75,211
"7890","C0QX49",37,187
"7892","C0QX49",52,187
"7893","C0QX49",75,212
"7899","A4YKF3",69,202
"7901","A4YKF3",69,210
"7912","A4YKF3",74,202
"7913","A4YKF3",74,210
"7922","A4YKF3",77,210
"7924","Q8K9G1",36,186
"7925","Q8K9G1",69,210
"7931","Q8K9G1",74,210
"7936","Q89AE7",69,211
"7942","Q89AE7",74,211
"7947","Q97JL4",30,158
"7948","Q97JL4",68,210
"7954","Q97JL4",73,210
"7960","Q97JL4",76,210
"7962","B8I179",30,158
"7963","B8I179",33,179
"7965","B8I179",35,179
"7967","B8I179",73,210
"7975","Q3YRX8",36,185
"7976","Q3YRX8",69,209
"7992","Q5FH94",36,185
"7993","Q5FH94",69,209
"8009","Q834V4",70,212
"8012","Q834V4",77,212
"8013","Q834V4",166,310
"8014","B0S3Z4",7,158
"8015","B0S3Z4",68,209
"8024","B0S3Z4",69,209
"8036","B0S3Z4",73,209
"8044","Q0RPF6",32,180
"8047","Q0RPF6",32,186
"8048","Q0RPF6",37,180
"8050","Q0RPF6",37,186
"8054","Q0RPF6",70,203
"8055","Q0RPF6",70,211
"8074","Q0RPF6",75,203
"8075","Q0RPF6",75,211
"8082","Q0RPF6",120,271
"8083","Q0RPF6",138,271
"8084","Q0RPF6",138,274
"8085","Q0RPF6",138,285
"8087","Q0RPF6",165,294
"8088","Q0RPF6",165,299
"8089","B0TWK7",8,159
"8090","B0TWK7",31,159
"8091","B0TWK7",36,186
"8093","B0TWK7",41,186
"8095","B0TWK7",69,210
"8099","B0TWK7",74,210
"8103","Q1GAM3",73,215
"8109","Q1GAM3",78,215
"8114","Q9CF94",14,160
"8115","Q9CF94",62,212
"8116","Q9CF94",70,212
"8119","Q9CF94",77,212
"8120","Q9CF94",166,303
"8121","Q9CF94",199,337
"8122","Q9CF94",199,351
"8124","Q039J3",7,158
"8125","Q039J3",68,210
"8131","Q039J3",73,210
"8136","Q039J3",145,283
"8138","Q039J3",145,293
"8140","Q039J3",164,293
"8141","Q039J3",164,306
"8142","A5VJ99",9,160
"8143","A5VJ99",70,212
"8149","A5VJ99",121,267
"8150","A5VJ99",166,299
"8151","A5VJ99",166,303
"8153","A5VJ99",224,356
"8156","A5VJ99",224,365
"8159","Q1WT46",7,158
"8160","Q1WT46",68,210
"8166","Q1WT46",75,210
"8167","Q1WT46",145,283
"8169","Q5X1P1",8,159
"8170","Q5X1P1",36,186
"8171","Q5X1P1",69,211
"8177","Q5X1P1",74,211
"8182","Q5X1P1",75,211
"8187","Q5X1P1",120,256
"8188","B2HMG1",32,180
"8189","B2HMG1",37,180
"8191","B2HMG1",37,186
"8192","B2HMG1",70,210
"8204","B2HMG1",75,210
"8209","B2HMG1",120,267
"8210","B2HMG1",138,282
"8212","B2HMG1",165,293
"8213","Q73XP5",32,180
"8214","Q73XP5",37,180
"8216","Q73XP5",37,186
"8217","Q73XP5",70,210
"8229","Q73XP5",75,210
"8234","Q73XP5",120,267
"8235","Q73XP5",165,293
"8236","A3Q2F3",32,180
"8237","A3Q2F3",37,180
"8239","A3Q2F3",37,186
"8240","A3Q2F3",70,210
"8252","A3Q2F3",75,210
"8257","A3Q2F3",120,267
"8258","A3Q2F3",138,282
"8259","A3Q2F3",165,293
"8260","A3Q2F3",165,302
"8263","A1IPH6",31,159
"8264","A1IPH6",34,180
"8266","A1IPH6",34,186
"8270","A1IPH6",36,180
"8272","A1IPH6",36,186
"8276","A1IPH6",69,211
"8282","A1IPH6",74,211
"8288","A1IPH6",165,306
"8290","Q0AHG5",31,180
"8292","Q0AHG5",36,180
"8294","Q0AHG5",36,186
"8295","Q0AHG5",69,211
"8301","Q0AHG5",74,211
"8307","A6WXS0",36,180
"8309","A6WXS0",36,186
"8313","A6WXS0",69,210
"8322","A6WXS0",74,210
"8330","A6WXS0",75,210
"8335","Q04EZ8",31,180
"8336","Q04EZ8",34,180
"8340","Q04EZ8",36,180
"8344","Q04EZ8",69,211
"8350","Q04EZ8",146,275
"8351","Q04EZ8",146,286
"8353","Q6YRC6",70,212
"8355","Q6YRC6",72,212
"8359","Q6YRC6",148,282
"8360","Q6YRC6",148,299
"8361","Q6YRC6",167,299
"8362","B1ZZ37",30,158
"8365","A6LD68",34,183
"8366","A6LD68",39,183
"8369","A6LD68",39,189
"8370","A6LD68",72,214
"8379","A6LD68",77,214
"8387","A7HT67",36,180
"8389","A7HT67",36,186
"8390","A7HT67",69,210
"8399","A7HT67",74,210
"8407","A7HT67",120,269
"8408","Q13U15",31,159
"8411","Q13U15",36,186
"8413","Q13U15",69,211
"8419","Q13U15",74,211
"8425","Q13U15",165,306
"8426","Q9CNS4",31,159
"8428","Q9CNS4",36,180
"8429","Q9CNS4",36,186
"8430","Q9CNS4",67,211
"8436","A5D410",35,179
"8438","A5D410",35,185
"8439","A5D410",68,210
"8442","A5D410",73,210
"8445","Q12F99",31,159
"8447","Q12F99",36,186
"8449","Q12F99",69,211
"8452","Q12F99",74,211
"8456","Q12F99",146,290
"8458","A8FRU4",31,159
"8461","A8FRU4",36,186
"8462","A8FRU4",69,211
"8468","A8FRU4",74,211
"8473","A8FRU4",74,221
"8474","Q0HRZ8",31,159
"8476","Q0HRZ8",36,186
"8477","Q0HRZ8",69,211
"8481","Q0HRZ8",74,211
"8485","Q0HRZ8",77,211
"8487","B9DNE7",68,210
"8493","B9DNE7",73,210
"8498","B4U3Q7",68,210
"8504","B4U3Q7",75,210
"8505","B1VXD8",32,180
"8508","B1VXD8",32,186
"8509","B1VXD8",37,180
"8511","B1VXD8",37,186
"8515","B1VXD8",70,210
"8527","B1VXD8",75,210
"8532","B1VXD8",138,283
"8534","Q8DUU2",70,212
"8540","Q8DUU2",77,212
"8541","Q8DUU2",166,309
"8542","B5E4J4",68,210
"8548","B5E4J4",75,210
"8549","B5E4J4",164,311
"8550","A3CM33",37,181
"8552","A3CM33",70,212
"8558","A3CM33",77,212
"8559","A3CM33",166,309
"8561","A8Z631",20,160
"8564","B2V968",33,185
"8565","B2V968",35,185
"8566","B2V968",68,210
"8572","B2V968",71,210
"8580","B2V968",73,210
"8586","Q31PN0",36,180
"8588","Q31PN0",69,211
"8597","Q31PN0",115,248
"8598","Q31PN0",115,253
"8599","Q31PN0",120,270
"8600","Q31PN0",165,310
"8602","Q67SC6",35,179
"8604","Q67SC6",35,185
"8605","Q67SC6",68,210
"8611","Q67SC6",119,266
"8613","B1H0I4",30,177
"8615","B1H0I4",35,177
"8617","B1H0I4",35,183
"8618","B5FGF9",31,159
"8620","B5FGF9",36,180
"8621","B5FGF9",36,186
"8622","B5FGF9",69,211
"8628","B5FGF9",74,211
"8633","Q87SU2",36,180
"8634","Q87SU2",36,186
"8635","Q87SU2",69,211
"8641","Q87SU2",74,211
"8646","Q87SU2",77,211
"8648","Q3BW46",16,159
"8650","Q3BW46",36,186
"8651","Q3BW46",69,211
"8657","Q3BW46",74,211
"8663","Q3BW46",74,221
"8664","Q3BW46",120,264
"8665","A7IH06",36,180
"8667","A7IH06",36,186
"8668","A7IH06",67,210
"8674","A7IH06",69,210
"8683","A7IH06",74,210
"8691","Q9PAS3",31,180
"8693","Q9PAS3",36,180
"8696","Q9PAS3",36,186
"8697","Q9PAS3",69,211
"8703","Q9PAS3",74,211
"8709","Q9PAS3",74,221
"8710","Q9PAS3",146,283
"8712","Q9PAS3",146,294
"8713","A1JIV6",31,159
"8715","A1JIV6",36,180
"8716","A1JIV6",36,186
"8717","A1JIV6",74,211
"8722","A1JIV6",77,211
"8724","A6L100",34,183
"8725","A6L100",39,183
"8728","A6L100",39,189
"8729","A6L100",73,214
"8737","A6L100",77,214
"8743","A7FXU6",68,210
"8749","A7FXU6",69,210
"8757","A7FXU6",73,210
"8763","A7FXU6",76,210
