,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183
A5IAS7,16.0,23.0,40.0,48.0,55.0,16.0,23.0,40.0,48.0,55.0,16.0,23.0,40.0,48.0,55.0,39.0,11.0,18.0,35.0,2.0,10.0,17.0,24.0,2.0,10.0,17.0,24.0,2.0,10.0,17.0,24.0,2.0,10.0,17.0,24.0,2.0,10.0,17.0,24.0,2.0,10.0,17.0,24.0,5.0,12.0,19.0,5.0,12.0,19.0,5.0,12.0,19.0,5.0,12.0,19.0,5.0,12.0,19.0,4.0,11.0,18.0,4.0,11.0,18.0,4.0,11.0,18.0,4.0,11.0,18.0,4.0,11.0,18.0,0.0,13.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6AFY1,10.0,11.0,38.0,50.0,10.0,11.0,38.0,10.0,11.0,38.0,10.0,11.0,38.0,7.0,19.0,33.0,7.0,19.0,33.0,7.0,19.0,33.0,7.0,19.0,33.0,7.0,19.0,33.0,7.0,19.0,33.0,5.0,17.0,31.0,5.0,17.0,31.0,5.0,17.0,31.0,5.0,17.0,31.0,5.0,17.0,31.0,5.0,17.0,31.0,5.0,17.0,31.0,5.0,17.0,31.0,5.0,17.0,31.0,5.0,17.0,31.0,5.0,17.0,31.0,5.0,17.0,31.0,0.0,12.0,26.0,0.0,12.0,26.0,0.0,12.0,26.0,0.0,12.0,26.0,0.0,12.0,26.0,17.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q65S59,11.0,35.0,43.0,50.0,57.0,11.0,35.0,43.0,50.0,57.0,16.0,16.0,40.0,11.0,35.0,11.0,35.0,2.0,9.0,16.0,24.0,2.0,9.0,16.0,24.0,0.0,14.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9CBZ4,11.0,22.0,50.0,16.0,27.0,11.0,22.0,11.0,22.0,11.0,22.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,12.0,30.0,12.0,30.0,12.0,30.0,12.0,30.0,12.0,30.0,6.0,25.0,7.0,19.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q98QK8,0.0,4.0,25.0,46.0,57.0,2.0,23.0,44.0,55.0,34.0,34.0,34.0,16.0,11.0,1.0,40.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9M061,12.0,19.0,27.0,12.0,19.0,27.0,60.0,14.0,16.0,11.0,13.0,11.0,13.0,11.0,13.0,11.0,13.0,11.0,13.0,11.0,13.0,9.0,11.0,9.0,11.0,9.0,11.0,9.0,11.0,9.0,11.0,9.0,11.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,19.0,26.0,19.0,26.0,14.0,21.0,1.0,4.0,19.0,20.0,1.0,4.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6D9C3,11.0,35.0,43.0,50.0,57.0,11.0,35.0,43.0,50.0,57.0,16.0,16.0,40.0,11.0,35.0,11.0,35.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,2.0,9.0,16.0,24.0,2.0,9.0,16.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3A1D8,4.0,6.0,46.0,11.0,11.0,11.0,24.0,32.0,24.0,32.0,24.0,32.0,24.0,32.0,24.0,32.0,24.0,32.0,19.0,27.0,19.0,27.0,19.0,27.0,19.0,27.0,19.0,27.0,19.0,27.0,2.0,23.0,32.0,2.0,23.0,32.0,2.0,23.0,32.0,2.0,23.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2IQ29,10.0,11.0,17.0,22.0,48.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,10.0,11.0,17.0,22.0,1.0,7.0,19.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9DSH7,10.0,11.0,17.0,22.0,48.0,13.0,33.0,13.0,33.0,11.0,31.0,11.0,31.0,6.0,26.0,6.0,26.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,10.0,11.0,17.0,22.0,1.0,19.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7U4Y5,11.0,35.0,50.0,57.0,11.0,35.0,50.0,57.0,11.0,35.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3AV08,11.0,35.0,50.0,56.0,57.0,11.0,35.0,50.0,56.0,57.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P72931,46.0,11.0,35.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9L101,11.0,50.0,57.0,16.0,11.0,11.0,11.0,11.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O83724,16.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1XT35,6.0,14.0,46.0,49.0,6.0,14.0,46.0,49.0,6.0,14.0,46.0,49.0,6.0,14.0,46.0,49.0,9.0,16.0,25.0,27.0,9.0,16.0,25.0,27.0,6.0,13.0,22.0,24.0,6.0,13.0,22.0,24.0,6.0,13.0,22.0,24.0,4.0,11.0,20.0,22.0,4.0,11.0,20.0,22.0,17.0,24.0,32.0,33.0,17.0,24.0,32.0,33.0,17.0,24.0,32.0,33.0,17.0,24.0,32.0,33.0,17.0,24.0,32.0,33.0,17.0,24.0,32.0,33.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6LV46,4.0,34.0,58.0,11.0,35.0,45.0,50.0,57.0,16.0,16.0,40.0,11.0,35.0,11.0,35.0,2.0,12.0,17.0,24.0,32.0,2.0,12.0,17.0,24.0,32.0,2.0,12.0,17.0,24.0,32.0,2.0,12.0,17.0,24.0,32.0,2.0,12.0,17.0,24.0,32.0,2.0,12.0,17.0,24.0,32.0,7.0,12.0,19.0,27.0,7.0,12.0,19.0,27.0,7.0,12.0,19.0,27.0,7.0,12.0,19.0,27.0,7.0,12.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4VI54,20.0,38.0,39.0,20.0,38.0,39.0,20.0,38.0,39.0,16.0,23.0,37.0,16.0,23.0,37.0,40.0,11.0,18.0,32.0,35.0,11.0,18.0,32.0,35.0,11.0,18.0,32.0,35.0,11.0,18.0,32.0,35.0,0.0,6.0,13.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2UCV3,11.0,43.0,50.0,57.0,16.0,16.0,11.0,11.0,10.0,17.0,24.0,32.0,10.0,17.0,24.0,32.0,10.0,17.0,24.0,32.0,10.0,17.0,24.0,32.0,10.0,17.0,24.0,32.0,10.0,17.0,24.0,32.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,5.0,12.0,19.0,27.0,28.0,31.0,28.0,31.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7UVH6,4.0,21.0,46.0,35.0,35.0,35.0,35.0,17.0,32.0,17.0,32.0,17.0,32.0,12.0,27.0,12.0,27.0,12.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1A1L5,46.0,47.0,39.0,22.0,27.0,22.0,27.0,22.0,27.0,17.0,22.0,17.0,22.0,17.0,22.0,17.0,22.0,17.0,22.0,17.0,22.0,17.0,22.0,17.0,22.0,17.0,22.0,17.0,22.0,17.0,22.0,17.0,22.0,17.0,22.0,17.0,22.0,17.0,22.0,12.0,17.0,12.0,17.0,12.0,17.0,12.0,17.0,12.0,17.0,19.0,20.0,33.0,34.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2J3J8,11.0,50.0,59.0,17.0,26.0,32.0,33.0,17.0,26.0,32.0,33.0,17.0,26.0,32.0,33.0,17.0,26.0,32.0,33.0,17.0,26.0,32.0,33.0,17.0,26.0,32.0,33.0,17.0,26.0,32.0,33.0,17.0,26.0,32.0,33.0,17.0,26.0,32.0,33.0,17.0,26.0,32.0,33.0,17.0,26.0,32.0,33.0,17.0,26.0,32.0,33.0,17.0,26.0,32.0,33.0,12.0,21.0,27.0,28.0,12.0,21.0,27.0,28.0,12.0,21.0,27.0,28.0,12.0,21.0,27.0,28.0,12.0,21.0,27.0,28.0,12.0,21.0,27.0,28.0,12.0,21.0,27.0,28.0,12.0,21.0,27.0,28.0,12.0,21.0,27.0,28.0,12.0,21.0,27.0,28.0,9.0,18.0,24.0,25.0,9.0,18.0,24.0,25.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BVJ1,16.0,27.0,55.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,9.0,24.0,9.0,24.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q68VS1,16.0,55.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,17.0,32.0,17.0,32.0,17.0,32.0,17.0,32.0,17.0,32.0,17.0,32.0,17.0,32.0,17.0,32.0,17.0,32.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,9.0,24.0,9.0,24.0,4.0,14.0,4.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8F2Y3,16.0,27.0,55.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,19.0,34.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,9.0,24.0,9.0,24.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9MP23,11.0,35.0,43.0,50.0,57.0,11.0,35.0,43.0,50.0,57.0,60.0,11.0,35.0,43.0,50.0,57.0,60.0,16.0,16.0,40.0,11.0,35.0,11.0,35.0,5.0,12.0,19.0,22.0,27.0,5.0,12.0,19.0,22.0,27.0,5.0,12.0,19.0,22.0,27.0,5.0,12.0,19.0,22.0,27.0,5.0,12.0,19.0,22.0,27.0,2.0,9.0,16.0,19.0,24.0,2.0,9.0,16.0,19.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8H0U4,11.0,14.0,35.0,50.0,57.0,11.0,14.0,35.0,50.0,57.0,16.0,19.0,16.0,19.0,16.0,19.0,40.0,11.0,14.0,35.0,2.0,17.0,24.0,32.0,33.0,2.0,17.0,24.0,32.0,33.0,2.0,17.0,24.0,32.0,33.0,2.0,17.0,24.0,32.0,33.0,2.0,17.0,24.0,32.0,33.0,2.0,17.0,24.0,32.0,33.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,12.0,19.0,27.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48SX8,10.0,11.0,17.0,22.0,48.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,17.0,18.0,24.0,29.0,10.0,11.0,17.0,22.0,1.0,19.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P53295,1.0,2.0,3.0,13.0,14.0,16.0,54.0,57.0,1.0,2.0,3.0,13.0,14.0,16.0,54.0,57.0,8.0,9.0,11.0,49.0,52.0,8.0,14.0,8.0,14.0,8.0,14.0,8.0,14.0,8.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O94362,45.0,46.0,24.0,25.0,24.0,25.0,24.0,25.0,24.0,25.0,24.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0ABU4,1.0,7.0,20.0,25.0,47.0,50.0,51.0,1.0,7.0,20.0,25.0,47.0,50.0,51.0,1.0,7.0,20.0,25.0,47.0,50.0,51.0,1.0,7.0,20.0,25.0,47.0,50.0,51.0,1.0,7.0,20.0,25.0,47.0,50.0,51.0,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0ABU3,1.0,7.0,20.0,25.0,47.0,50.0,51.0,1.0,7.0,20.0,25.0,47.0,50.0,51.0,1.0,7.0,20.0,25.0,47.0,50.0,51.0,1.0,7.0,20.0,25.0,47.0,50.0,51.0,1.0,7.0,20.0,25.0,47.0,50.0,51.0,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UT06,19.0,42.0,9.0,32.0,49.0,9.0,32.0,49.0,9.0,32.0,49.0,14.0,18.0,30.0,14.0,18.0,30.0,14.0,18.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P17103,7.0,19.0,20.0,7.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9Y295,4.0,21.0,39.0,40.0,42.0,4.0,21.0,39.0,40.0,42.0,1.0,19.0,20.0,22.0,23.0,1.0,19.0,20.0,22.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8L7L0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20964,13.0,13.0,11.0,11.0,17.0,20.0,24.0,32.0,17.0,20.0,24.0,32.0,17.0,20.0,24.0,32.0,17.0,20.0,24.0,32.0,17.0,20.0,24.0,32.0,17.0,20.0,24.0,32.0,17.0,20.0,24.0,32.0,17.0,20.0,24.0,32.0,17.0,20.0,24.0,32.0,25.0,25.0,1.0,19.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9WMT1,16.0,27.0,11.0,22.0,11.0,22.0,11.0,22.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,12.0,30.0,12.0,30.0,12.0,30.0,12.0,30.0,12.0,30.0,7.0,12.0,7.0,12.0,19.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q99ME9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P32233,4.0,21.0,39.0,40.0,42.0,4.0,21.0,39.0,40.0,42.0,1.0,19.0,20.0,22.0,23.0,1.0,19.0,20.0,22.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4D1E9,16.0,12.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P32234,1.0,19.0,20.0,22.0,23.0,1.0,19.0,20.0,22.0,23.0,1.0,19.0,20.0,22.0,23.0,1.0,19.0,20.0,22.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54WT4,8.0,14.0,8.0,14.0,8.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3MHP5,4.0,21.0,39.0,40.0,42.0,4.0,21.0,39.0,40.0,42.0,1.0,19.0,20.0,22.0,23.0,1.0,19.0,20.0,22.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54HP3,1.0,4.0,7.0,9.0,19.0,20.0,22.0,1.0,4.0,7.0,9.0,19.0,20.0,22.0,1.0,4.0,7.0,9.0,19.0,20.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
