,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Q3B6D1,7,15,18.0,22.0,7.0,15.0,18.0,22.0,7.0,15.0,18.0,22.0,7.0,15.0,18.0,22.0,7.0,15.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3QS35,5,18,22.0,5.0,18.0,22.0,5.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q97FU0,7,18,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2TPB6,7,18,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0Q2K7,7,15,18.0,22.0,7.0,15.0,18.0,22.0,7.0,15.0,18.0,22.0,7.0,15.0,18.0,22.0,7.0,15.0,18.0,22.0,7.0,15.0,18.0,22.0,7.0,15.0,18.0,22.0,7.0,15.0,18.0,22.0,7.0,15.0,18.0,22.0,7.0,15.0,18.0,22.0,7.0,15.0,18.0,22.0,7.0,15.0,18.0,22.0,,,,,,,,,,,,
Q0ST57,7,18,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,7.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47IE9,5,18,22.0,29.0,5.0,18.0,22.0,29.0,5.0,18.0,22.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30ZZ9,5,15,18.0,22.0,5.0,15.0,18.0,22.0,5.0,15.0,18.0,22.0,5.0,15.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8ZXG6,15,18,22.0,15.0,18.0,22.0,15.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5BC84,5,7,15.0,18.0,22.0,5.0,7.0,15.0,18.0,22.0,5.0,7.0,15.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2GGM7,7,15,22.0,7.0,15.0,22.0,7.0,15.0,22.0,7.0,15.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q833M8,5,15,22.0,24.0,5.0,15.0,22.0,24.0,5.0,15.0,22.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4L4J3,15,22,24.0,15.0,22.0,24.0,15.0,22.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5EEM1,15,18,22.0,15.0,18.0,22.0,15.0,18.0,22.0,15.0,18.0,22.0,15.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5KWK2,15,22,24.0,15.0,22.0,24.0,15.0,22.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q39YG6,15,18,22.0,15.0,18.0,22.0,15.0,18.0,22.0,15.0,18.0,22.0,15.0,18.0,22.0,15.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0BU77,1,7,11.0,22.0,1.0,7.0,11.0,22.0,1.0,7.0,11.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5UCY6,1,7,15.0,18.0,22.0,1.0,7.0,15.0,18.0,22.0,1.0,7.0,15.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0I1G1,1,7,15.0,22.0,1.0,7.0,15.0,22.0,1.0,7.0,15.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1CR39,7,11,19.0,20.0,29.0,30.0,31.0,7.0,11.0,19.0,20.0,29.0,30.0,31.0,7.0,11.0,19.0,20.0,29.0,30.0,31.0,7.0,11.0,19.0,20.0,29.0,30.0,31.0,7.0,11.0,19.0,20.0,29.0,30.0,31.0,7.0,11.0,19.0,20.0,29.0,30.0,31.0,,,,,,,,,,,,,,,,,,
Q5FKR5,5,15,22.0,24.0,5.0,15.0,22.0,24.0,5.0,15.0,22.0,24.0,5.0,15.0,22.0,24.0,5.0,15.0,22.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3WE42,15,22,24.0,15.0,22.0,24.0,15.0,22.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9L6G1,5,15,22.0,5.0,15.0,22.0,5.0,15.0,22.0,5.0,15.0,22.0,5.0,15.0,22.0,5.0,15.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1MSA1,15,18,22.0,34.0,15.0,18.0,22.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5ZZ86,7,15,18.0,22.0,7.0,15.0,18.0,22.0,7.0,15.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9E746,5,22,24.0,5.0,22.0,24.0,5.0,22.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5IXT1,21,21,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4A5B4,7,17,21.0,7.0,17.0,21.0,7.0,17.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q04H41,5,15,22.0,24.0,5.0,15.0,22.0,24.0,5.0,15.0,22.0,24.0,5.0,15.0,22.0,24.0,5.0,15.0,22.0,24.0,5.0,15.0,22.0,24.0,5.0,15.0,22.0,24.0,5.0,15.0,22.0,24.0,5.0,15.0,22.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,
Q3A0Y0,15,18,22.0,15.0,18.0,22.0,15.0,18.0,22.0,15.0,18.0,22.0,15.0,18.0,22.0,15.0,18.0,22.0,15.0,18.0,22.0,15.0,18.0,22.0,15.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1AU48,15,18,22.0,35.0,15.0,18.0,22.0,35.0,15.0,18.0,22.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48PV6,5,7,14.0,17.0,21.0,5.0,7.0,14.0,17.0,21.0,5.0,7.0,14.0,17.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6VEW7,5,7,14.0,17.0,21.0,5.0,7.0,14.0,17.0,21.0,5.0,7.0,14.0,17.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3K6T0,5,7,14.0,17.0,21.0,5.0,7.0,14.0,17.0,21.0,5.0,7.0,14.0,17.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1JFJ3,5,7,14.0,17.0,21.0,5.0,7.0,14.0,17.0,21.0,5.0,7.0,14.0,17.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21PP0,5,7,15.0,18.0,22.0,5.0,7.0,15.0,18.0,22.0,5.0,7.0,15.0,18.0,22.0,5.0,7.0,15.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8ZLT0,5,15,22.0,5.0,15.0,22.0,5.0,15.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0MEW6,5,15,22.0,5.0,15.0,22.0,5.0,15.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9DU74,5,15,22.0,5.0,15.0,22.0,5.0,15.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CSI8,5,15,22.0,5.0,15.0,22.0,5.0,15.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2LVW9,5,15,18.0,22.0,5.0,15.0,18.0,22.0,5.0,15.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5IMB8,17,21,17.0,21.0,17.0,21.0,17.0,21.0,17.0,21.0,17.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0K530,1,5,15.0,22.0,1.0,5.0,15.0,22.0,1.0,5.0,15.0,22.0,1.0,5.0,15.0,22.0,1.0,5.0,15.0,22.0,1.0,5.0,15.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8GTD2,15,18,22.0,15.0,18.0,22.0,15.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5F4I0,7,15,18.0,22.0,7.0,15.0,18.0,22.0,7.0,15.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q87TG0,7,15,18.0,22.0,7.0,15.0,18.0,22.0,7.0,15.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
