,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
A6GWV8,7.0,15.0,21.0,28.0,33.0,0.0,9.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2J728,0.0,9.0,20.0,40.0,4.0,11.0,9.0,16.0,58.0,9.0,16.0,58.0,4.0,11.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,
A8L6F4,0.0,9.0,20.0,35.0,40.0,4.0,11.0,9.0,16.0,58.0,9.0,16.0,58.0,9.0,16.0,58.0,9.0,16.0,58.0,4.0,11.0,53.0,4.0,11.0,53.0,,,,,,,,,,,,,,,,
Q5NIL7,0.0,9.0,20.0,30.0,36.0,5.0,28.0,5.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5EI57,0.0,20.0,36.0,9.0,16.0,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3EAE7,0.0,20.0,36.0,9.0,16.0,19.0,9.0,16.0,19.0,4.0,11.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q74CT3,0.0,20.0,36.0,36.0,9.0,16.0,9.0,16.0,58.0,9.0,16.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5UBT6,0.0,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1WXV1,0.0,20.0,36.0,0.0,5.0,28.0,8.0,18.0,38.0,8.0,18.0,38.0,8.0,18.0,38.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,
Q17WQ8,0.0,14.0,20.0,2.0,4.0,23.0,4.0,11.0,22.0,29.0,31.0,50.0,4.0,11.0,22.0,29.0,31.0,50.0,,,,,,,,,,,,,,,,,,,,,,,
A4G7S7,0.0,13.0,20.0,30.0,36.0,9.0,16.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0C5Z5,0.0,9.0,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28WF7,0.0,20.0,29.0,30.0,8.0,18.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9ZF28,0.0,9.0,20.0,30.0,36.0,0.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3WER5,0.0,1.0,9.0,12.0,20.0,36.0,4.0,11.0,14.0,23.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q049V5,0.0,1.0,9.0,20.0,36.0,6.0,12.0,14.0,25.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5ZRV4,0.0,9.0,20.0,30.0,36.0,4.0,14.0,23.0,34.0,44.0,50.0,4.0,14.0,23.0,34.0,44.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
Q6AG49,0.0,20.0,30.0,40.0,9.0,16.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0SQH4,0.0,5.0,20.0,30.0,9.0,16.0,55.0,9.0,16.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q72NX3,0.0,5.0,14.0,20.0,30.0,36.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1MZH4,0.0,1.0,12.0,20.0,28.0,34.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q71ZZ7,0.0,1.0,9.0,12.0,20.0,36.0,6.0,28.0,33.0,6.0,28.0,33.0,6.0,28.0,33.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
A1U600,0.0,20.0,30.0,14.0,38.0,4.0,28.0,4.0,11.0,21.0,4.0,11.0,21.0,19.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
A6VU29,0.0,8.0,9.0,20.0,30.0,4.0,25.0,29.0,4.0,25.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1GXD6,0.0,20.0,30.0,36.0,9.0,16.0,27.0,4.0,11.0,22.0,9.0,16.0,27.0,9.0,16.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
A2SH40,0.0,8.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7NBZ4,0.0,9.0,12.0,20.0,36.0,0.0,9.0,12.0,20.0,36.0,40.0,47.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4TCF8,0.0,5.0,10.0,20.0,29.0,40.0,10.0,20.0,25.0,30.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4A7E2,0.0,1.0,9.0,20.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9Z5I9,0.0,5.0,20.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6KID8,0.0,1.0,14.0,20.0,23.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8EWU0,0.0,1.0,5.0,14.0,20.0,36.0,7.0,24.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q98R05,0.0,1.0,14.0,20.0,23.0,36.0,8.0,9.0,16.0,38.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0PQC4,0.0,5.0,20.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1T7H8,0.0,5.0,10.0,20.0,29.0,35.0,40.0,10.0,20.0,25.0,30.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2A397,0.0,9.0,20.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4RMZ3,0.0,20.0,30.0,36.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q82WD0,0.0,9.0,20.0,30.0,36.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2Y7W2,0.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6Q226,0.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5YSC6,0.0,5.0,20.0,30.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2J955,0.0,1.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2G5E7,0.0,9.0,20.0,30.0,37.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6WWW5,0.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1R516,0.0,20.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q03FS3,0.0,1.0,12.0,20.0,36.0,4.0,11.0,23.0,29.0,42.0,45.0,50.0,4.0,11.0,23.0,29.0,42.0,45.0,50.0,,,,,,,,,,,,,,,,,,,,,,
A1AMM1,0.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4FNM9,0.0,20.0,36.0,9.0,13.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0QTL9,0.0,1.0,5.0,9.0,20.0,37.0,9.0,16.0,28.0,47.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1XV89,0.0,8.0,20.0,30.0,36.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3PEY3,0.0,20.0,40.0,30.0,30.0,2.0,7.0,25.0,2.0,7.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8G6Z5,0.0,20.0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9BCI5,0.0,20.0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q318P8,0.0,20.0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4F2B9,0.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7UZZ9,0.0,20.0,40.0,30.0,18.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q46J13,0.0,20.0,30.0,36.0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48E77,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6VCK1,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8HG54,0.0,20.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3K259,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2NW23,0.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q01W31,0.0,20.0,19.0,28.0,9.0,18.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9DPF5,0.0,1.0,9.0,12.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0A3K6,0.0,1.0,5.0,13.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P55875,0.0,20.0,29.0,30.0,36.0,0.0,20.0,29.0,30.0,36.0,4.0,11.0,20.0,22.0,4.0,11.0,20.0,22.0,,,,,,,,,,,,,,,,,,,,,,,
P0A3K7,0.0,1.0,5.0,13.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8CJQ8,0.0,9.0,20.0,30.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4U1E8,0.0,1.0,5.0,13.0,20.0,36.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1VYN5,0.0,9.0,20.0,40.0,10.0,20.0,29.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8DVP9,0.0,1.0,5.0,13.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5E266,0.0,1.0,5.0,13.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NZU7,0.0,1.0,5.0,13.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8ZM93,0.0,1.0,5.0,13.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0MDY5,0.0,1.0,5.0,13.0,20.0,36.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5M1B9,0.0,1.0,5.0,13.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CQ48,0.0,1.0,5.0,13.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6QBQ5,0.0,20.0,36.0,2.0,6.0,13.0,23.0,40.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2LWU6,0.0,9.0,12.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2JSB7,0.0,1.0,9.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2JMD7,0.0,1.0,9.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5GNJ0,0.0,20.0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7U8L9,0.0,20.0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3AZB7,0.0,20.0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P72689,0.0,1.0,9.0,20.0,36.0,23.0,32.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7IF03,0.0,1.0,9.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0K1D6,0.0,9.0,12.0,20.0,5.0,4.0,11.0,22.0,9.0,16.0,27.0,4.0,11.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31GK5,0.0,20.0,30.0,36.0,17.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4L8X4,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O83861,0.0,2.0,9.0,20.0,30.0,36.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q83HG7,0.0,5.0,9.0,11.0,20.0,36.0,13.0,18.0,35.0,48.0,13.0,18.0,35.0,48.0,9.0,16.0,25.0,9.0,16.0,25.0,,,,,,,,,,,,,,,,,,,,,
Q9PQH1,0.0,1.0,5.0,12.0,20.0,36.0,6.0,6.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1WLI3,0.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5F926,0.0,2.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8D2X6,0.0,8.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7M7X5,0.0,9.0,20.0,27.0,4.0,11.0,22.0,4.0,11.0,22.0,50.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8PJ55,0.0,9.0,20.0,30.0,17.0,19.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3LSP8,0.0,2.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5FA79,0.0,2.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q87M02,0.0,2.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7VJH7,0.0,2.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7MI09,0.0,2.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q73FL0,0.0,20.0,29.0,30.0,37.0,7.0,17.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4UWA2,0.0,9.0,20.0,30.0,17.0,19.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9PGR3,0.0,9.0,20.0,30.0,23.0,35.0,47.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O78489,0.0,1.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P46198,0.0,1.0,9.0,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P25038,6.0,25.0,30.0,6.0,25.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9HNQ2,0.0,12.0,28.0,0.0,20.0,26.0,32.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57710,12.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1TSK3,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5FV21,0.0,9.0,20.0,29.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3N005,0.0,20.0,30.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0KNE3,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8UJ51,0.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6ENE2,0.0,2.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7GG75,0.0,1.0,9.0,12.0,20.0,36.0,9.0,16.0,28.0,36.0,50.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5NZS1,0.0,20.0,30.0,36.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2NIQ6,0.0,1.0,9.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6YQ44,0.0,9.0,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1DFK9,0.0,9.0,13.0,20.0,30.0,36.0,0.0,9.0,13.0,20.0,30.0,36.0,0.0,9.0,13.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,
Q5LIN1,0.0,20.0,29.0,37.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9KA77,0.0,1.0,9.0,12.0,20.0,29.0,36.0,6.0,28.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q65JI1,0.0,1.0,9.0,20.0,36.0,4.0,11.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5WFU2,0.0,1.0,9.0,12.0,20.0,36.0,6.0,23.0,33.0,6.0,23.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P17889,0.0,1.0,9.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1UU50,0.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6G4W7,0.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6MMS6,0.0,20.0,37.0,5.0,14.0,9.0,16.0,27.0,36.0,4.0,11.0,22.0,31.0,4.0,11.0,22.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,
C5BWS3,0.0,9.0,20.0,31.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8G3Y5,0.0,5.0,9.0,20.0,29.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7VQM3,0.0,9.0,20.0,37.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q493T7,0.0,9.0,20.0,30.0,36.0,15.0,22.0,33.0,15.0,22.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0SM50,0.0,14.0,20.0,27.0,36.0,21.0,21.0,21.0,21.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7WHG2,0.0,20.0,30.0,36.0,23.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9ITX6,0.0,20.0,30.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q89WA9,0.0,20.0,38.0,9.0,16.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4YJE9,0.0,20.0,29.0,38.0,9.0,16.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P57458,0.0,9.0,11.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q89AF5,0.0,9.0,20.0,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1BWS7,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7ZC69,0.0,20.0,36.0,34.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3PI96,0.0,20.0,29.0,30.0,36.0,28.0,7.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9WGP6,0.0,9.0,20.0,36.0,18.0,28.0,37.0,18.0,28.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3AQK7,0.0,20.0,29.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3EFB1,0.0,20.0,29.0,37.0,4.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9PKU0,0.0,1.0,20.0,30.0,36.0,12.0,28.0,33.0,12.0,28.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9Z8M1,0.0,1.0,14.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0B9K4,0.0,1.0,20.0,23.0,29.0,30.0,36.0,12.0,25.0,28.0,33.0,12.0,25.0,28.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,
A5CSZ4,0.0,20.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7FVZ3,0.0,12.0,14.0,20.0,27.0,36.0,9.0,16.0,28.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q895J8,0.0,20.0,27.0,29.0,36.0,16.0,27.0,28.0,16.0,27.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q482T9,0.0,20.0,30.0,36.0,9.0,16.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6NGN2,0.0,5.0,9.0,20.0,29.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4QEZ2,0.0,5.0,20.0,35.0,38.0,40.0,10.0,20.0,25.0,10.0,20.0,25.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1VGC2,0.0,5.0,20.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9KBM1,0.0,9.0,12.0,14.0,20.0,30.0,36.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0K9B9,0.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7MQE1,0.0,9.0,20.0,30.0,36.0,0.0,9.0,20.0,30.0,36.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3ZXU3,0.0,9.0,20.0,36.0,0.0,6.0,28.0,0.0,6.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1IZ02,0.0,9.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9RTG5,0.0,9.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30WJ0,0.0,12.0,13.0,20.0,30.0,6.0,9.0,16.0,9.0,16.0,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24UI6,0.0,8.0,9.0,12.0,20.0,36.0,0.0,8.0,9.0,12.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6AJY4,0.0,9.0,20.0,36.0,18.0,23.0,30.0,34.0,2.0,7.0,14.0,18.0,25.0,29.0,39.0,2.0,7.0,14.0,18.0,25.0,29.0,39.0,40.0,4.0,22.0,24.0,51.0,,,,,,,,,,,,,,
A5EWY9,16.0,18.0,36.0,0.0,9.0,20.0,29.0,30.0,36.0,28.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5FGX3,0.0,20.0,29.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4WEY3,0.0,9.0,20.0,30.0,36.0,0.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q835U8,0.0,1.0,5.0,12.0,20.0,36.0,4.0,11.0,23.0,31.0,4.0,11.0,23.0,31.0,4.0,11.0,23.0,31.0,45.0,50.0,,,,,,,,,,,,,,,,,,,,,
Q2NC10,0.0,9.0,12.0,20.0,30.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18311,0.0,1.0,5.0,12.0,20.0,36.0,6.0,28.0,33.0,3.0,4.0,11.0,23.0,3.0,4.0,11.0,23.0,45.0,50.0,,,,,,,,,,,,,,,,,,,,,,
A7NEI8,0.0,9.0,20.0,30.0,36.0,5.0,28.0,5.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5L0I8,0.0,1.0,12.0,20.0,29.0,36.0,5.0,6.0,25.0,33.0,5.0,6.0,25.0,33.0,9.0,16.0,27.0,28.0,47.0,55.0,,,,,,,,,,,,,,,,,,,,,
C5D9C9,0.0,1.0,12.0,20.0,29.0,36.0,9.0,16.0,28.0,39.0,50.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7NH85,0.0,20.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5FQM3,0.0,8.0,9.0,20.0,29.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0LXQ1,0.0,20.0,6.0,9.0,17.0,6.0,9.0,17.0,6.0,9.0,17.0,6.0,9.0,17.0,6.0,9.0,17.0,6.0,9.0,17.0,,,,,,,,,,,,,,,,,,,,,
Q4QK37,0.0,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2SML3,0.0,20.0,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4K3F0,0.0,9.0,13.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7VHF6,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6T0Y8,0.0,20.0,30.0,36.0,9.0,16.0,44.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5FJN6,0.0,1.0,9.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1G9P9,0.0,1.0,9.0,20.0,36.0,6.0,12.0,14.0,25.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q044B7,0.0,1.0,9.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9X764,0.0,1.0,12.0,20.0,30.0,36.0,8.0,18.0,19.0,30.0,38.0,4.0,11.0,23.0,29.0,31.0,45.0,50.0,,,,,,,,,,,,,,,,,,,,,,,
A9KNW4,0.0,12.0,20.0,27.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2G6V6,0.0,1.0,12.0,20.0,36.0,6.0,12.0,14.0,25.0,28.0,33.0,6.0,12.0,14.0,25.0,28.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
C1D8X2,0.0,20.0,30.0,36.0,8.0,18.0,38.0,8.0,18.0,38.0,48.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5X1C3,0.0,9.0,20.0,30.0,36.0,4.0,14.0,23.0,34.0,44.0,50.0,4.0,14.0,23.0,34.0,44.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
Q04U31,0.0,5.0,14.0,20.0,30.0,36.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1HR05,0.0,1.0,9.0,12.0,20.0,29.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0LE19,0.0,9.0,12.0,20.0,29.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
